Epoch,Accuracy,Sybil %
1,0.09090909090909091,20
2,0.0,20
3,0.0,20
4,0.0,20
5,0.0,20
6,0.2727272727272727,20
7,0.0,20
8,0.0,20
9,0.18181818181818182,20
10,0.2727272727272727,20
11,0.5454545454545454,20
12,0.5454545454545454,20
13,0.5454545454545454,20
14,0.5454545454545454,20
15,0.5454545454545454,20
16,0.5454545454545454,20
17,0.5454545454545454,20
18,0.5454545454545454,20
19,0.5454545454545454,20
20,0.5454545454545454,20
21,0.5454545454545454,20
22,0.5454545454545454,20
23,0.5454545454545454,20
24,0.5454545454545454,20
25,0.5454545454545454,20
26,0.5454545454545454,20
27,0.5454545454545454,20
28,0.5454545454545454,20
29,0.5454545454545454,20
30,0.5454545454545454,20
31,0.5454545454545454,20
32,0.5454545454545454,20
33,0.5454545454545454,20
34,0.5454545454545454,20
35,0.5454545454545454,20
36,0.5454545454545454,20
37,0.5454545454545454,20
38,0.5454545454545454,20
39,0.5454545454545454,20
40,0.5454545454545454,20
41,0.5454545454545454,20
42,0.5454545454545454,20
43,0.5454545454545454,20
44,0.5454545454545454,20
45,0.5454545454545454,20
46,0.5454545454545454,20
47,0.5454545454545454,20
48,0.5454545454545454,20
49,0.5454545454545454,20
50,0.5454545454545454,20
51,0.5454545454545454,20
52,0.5454545454545454,20
53,0.5454545454545454,20
54,0.5454545454545454,20
55,0.5454545454545454,20
56,0.5454545454545454,20
57,0.5454545454545454,20
58,0.5454545454545454,20
59,0.5454545454545454,20
60,0.5454545454545454,20
61,0.5454545454545454,20
62,0.5454545454545454,20
63,0.5454545454545454,20
64,0.5454545454545454,20
65,0.5454545454545454,20
66,0.5454545454545454,20
67,0.5454545454545454,20
68,0.5454545454545454,20
69,0.5454545454545454,20
70,0.5454545454545454,20
71,0.5454545454545454,20
72,0.5454545454545454,20
73,0.5454545454545454,20
74,0.5454545454545454,20
75,0.5454545454545454,20
76,0.5454545454545454,20
77,0.5454545454545454,20
78,0.5454545454545454,20
79,0.5454545454545454,20
80,0.5454545454545454,20
81,0.5454545454545454,20
82,0.5454545454545454,20
83,0.5454545454545454,20
84,0.5454545454545454,20
85,0.5454545454545454,20
86,0.5454545454545454,20
87,0.5454545454545454,20
88,0.5454545454545454,20
89,0.5454545454545454,20
90,0.5454545454545454,20
91,0.5454545454545454,20
92,0.5454545454545454,20
93,0.5454545454545454,20
94,0.5454545454545454,20
95,0.5454545454545454,20
96,0.5454545454545454,20
97,0.5454545454545454,20
98,0.5454545454545454,20
99,0.5454545454545454,20
100,0.5454545454545454,20
