Epoch,Accuracy,Sybil %
1,0.08333333333333333,10
2,0.08333333333333333,10
3,0.08333333333333333,10
4,0.08333333333333333,10
5,0.08333333333333333,10
6,0.08333333333333333,10
7,0.08333333333333333,10
8,0.08333333333333333,10
9,0.08333333333333333,10
10,0.08333333333333333,10
11,0.08333333333333333,10
12,0.08333333333333333,10
13,0.08333333333333333,10
14,0.08333333333333333,10
15,0.0,10
16,0.08333333333333333,10
17,0.25,10
18,0.08333333333333333,10
19,0.3333333333333333,10
20,0.08333333333333333,10
21,0.3333333333333333,10
22,0.08333333333333333,10
23,0.25,10
24,0.08333333333333333,10
25,0.25,10
26,0.08333333333333333,10
27,0.3333333333333333,10
28,0.08333333333333333,10
29,0.25,10
30,0.08333333333333333,10
31,0.3333333333333333,10
32,0.08333333333333333,10
33,0.3333333333333333,10
34,0.08333333333333333,10
35,0.25,10
36,0.08333333333333333,10
37,0.3333333333333333,10
38,0.08333333333333333,10
39,0.25,10
40,0.08333333333333333,10
41,0.25,10
42,0.08333333333333333,10
43,0.3333333333333333,10
44,0.08333333333333333,10
45,0.25,10
46,0.08333333333333333,10
47,0.3333333333333333,10
48,0.08333333333333333,10
49,0.3333333333333333,10
50,0.08333333333333333,10
51,0.25,10
52,0.08333333333333333,10
53,0.25,10
54,0.08333333333333333,10
55,0.3333333333333333,10
56,0.08333333333333333,10
57,0.25,10
58,0.08333333333333333,10
59,0.25,10
60,0.08333333333333333,10
61,0.3333333333333333,10
62,0.08333333333333333,10
63,0.25,10
64,0.08333333333333333,10
65,0.3333333333333333,10
66,0.08333333333333333,10
67,0.3333333333333333,10
68,0.08333333333333333,10
69,0.25,10
70,0.08333333333333333,10
71,0.3333333333333333,10
72,0.08333333333333333,10
73,0.25,10
74,0.08333333333333333,10
75,0.3333333333333333,10
76,0.08333333333333333,10
77,0.3333333333333333,10
78,0.08333333333333333,10
79,0.25,10
80,0.08333333333333333,10
81,0.08333333333333333,10
82,0.08333333333333333,10
83,0.3333333333333333,10
84,0.08333333333333333,10
85,0.25,10
86,0.08333333333333333,10
87,0.3333333333333333,10
88,0.08333333333333333,10
89,0.3333333333333333,10
90,0.08333333333333333,10
91,0.3333333333333333,10
92,0.08333333333333333,10
93,0.25,10
94,0.08333333333333333,10
95,0.3333333333333333,10
96,0.08333333333333333,10
97,0.08333333333333333,10
98,0.08333333333333333,10
99,0.3333333333333333,10
100,0.08333333333333333,10
