Epoch,Accuracy,Sybil %
1,0.0,50
2,0.0,50
3,0.0,50
4,0.0,50
5,0.0,50
6,0.0,50
7,0.0,50
8,0.0,50
9,0.0,50
10,0.0,50
11,0.0,50
12,0.0,50
13,0.0,50
14,0.0,50
15,0.0,50
16,0.0,50
17,0.0,50
18,0.0,50
19,0.0,50
20,0.36363636363636365,50
21,0.2727272727272727,50
22,0.5454545454545454,50
23,0.5454545454545454,50
24,0.5454545454545454,50
25,0.5454545454545454,50
26,0.5454545454545454,50
27,0.5454545454545454,50
28,0.5454545454545454,50
29,0.5454545454545454,50
30,0.5454545454545454,50
31,0.5454545454545454,50
32,0.5454545454545454,50
33,0.5454545454545454,50
34,0.5454545454545454,50
35,0.5454545454545454,50
36,0.5454545454545454,50
37,0.5454545454545454,50
38,0.5454545454545454,50
39,0.5454545454545454,50
40,0.5454545454545454,50
41,0.5454545454545454,50
42,0.5454545454545454,50
43,0.5454545454545454,50
44,0.5454545454545454,50
45,0.5454545454545454,50
46,0.5454545454545454,50
47,0.5454545454545454,50
48,0.5454545454545454,50
49,0.5454545454545454,50
50,0.5454545454545454,50
51,0.5454545454545454,50
52,0.5454545454545454,50
53,0.5454545454545454,50
54,0.5454545454545454,50
55,0.5454545454545454,50
56,0.5454545454545454,50
57,0.5454545454545454,50
58,0.5454545454545454,50
59,0.5454545454545454,50
60,0.5454545454545454,50
61,0.5454545454545454,50
62,0.5454545454545454,50
63,0.5454545454545454,50
64,0.5454545454545454,50
65,0.5454545454545454,50
66,0.5454545454545454,50
67,0.5454545454545454,50
68,0.5454545454545454,50
69,0.5454545454545454,50
70,0.5454545454545454,50
71,0.5454545454545454,50
72,0.5454545454545454,50
73,0.5454545454545454,50
74,0.5454545454545454,50
75,0.5454545454545454,50
76,0.5454545454545454,50
77,0.5454545454545454,50
78,0.5454545454545454,50
79,0.5454545454545454,50
80,0.5454545454545454,50
81,0.5454545454545454,50
82,0.5454545454545454,50
83,0.5454545454545454,50
84,0.5454545454545454,50
85,0.5454545454545454,50
86,0.5454545454545454,50
87,0.5454545454545454,50
88,0.5454545454545454,50
89,0.5454545454545454,50
90,0.5454545454545454,50
91,0.5454545454545454,50
92,0.5454545454545454,50
93,0.5454545454545454,50
94,0.5454545454545454,50
95,0.5454545454545454,50
96,0.5454545454545454,50
97,0.5454545454545454,50
98,0.5454545454545454,50
99,0.5454545454545454,50
100,0.5454545454545454,50
