Epoch,Accuracy,Sybil %
1,0.08333333333333333,50
2,0.08333333333333333,50
3,0.08333333333333333,50
4,0.08333333333333333,50
5,0.08333333333333333,50
6,0.08333333333333333,50
7,0.08333333333333333,50
8,0.08333333333333333,50
9,0.08333333333333333,50
10,0.08333333333333333,50
11,0.5833333333333334,50
12,0.3333333333333333,50
13,0.3333333333333333,50
14,0.3333333333333333,50
15,0.3333333333333333,50
16,0.3333333333333333,50
17,0.3333333333333333,50
18,0.3333333333333333,50
19,0.3333333333333333,50
20,0.3333333333333333,50
21,0.3333333333333333,50
22,0.3333333333333333,50
23,0.3333333333333333,50
24,0.3333333333333333,50
25,0.3333333333333333,50
26,0.3333333333333333,50
27,0.3333333333333333,50
28,0.3333333333333333,50
29,0.3333333333333333,50
30,0.3333333333333333,50
31,0.3333333333333333,50
32,0.3333333333333333,50
33,0.3333333333333333,50
34,0.3333333333333333,50
35,0.3333333333333333,50
36,0.3333333333333333,50
37,0.3333333333333333,50
38,0.3333333333333333,50
39,0.3333333333333333,50
40,0.3333333333333333,50
41,0.3333333333333333,50
42,0.3333333333333333,50
43,0.3333333333333333,50
44,0.3333333333333333,50
45,0.3333333333333333,50
46,0.3333333333333333,50
47,0.3333333333333333,50
48,0.3333333333333333,50
49,0.3333333333333333,50
50,0.3333333333333333,50
51,0.3333333333333333,50
52,0.3333333333333333,50
53,0.3333333333333333,50
54,0.3333333333333333,50
55,0.3333333333333333,50
56,0.3333333333333333,50
57,0.3333333333333333,50
58,0.3333333333333333,50
59,0.3333333333333333,50
60,0.3333333333333333,50
61,0.3333333333333333,50
62,0.3333333333333333,50
63,0.3333333333333333,50
64,0.3333333333333333,50
65,0.3333333333333333,50
66,0.3333333333333333,50
67,0.3333333333333333,50
68,0.3333333333333333,50
69,0.3333333333333333,50
70,0.3333333333333333,50
71,0.3333333333333333,50
72,0.3333333333333333,50
73,0.3333333333333333,50
74,0.3333333333333333,50
75,0.3333333333333333,50
76,0.3333333333333333,50
77,0.3333333333333333,50
78,0.3333333333333333,50
79,0.3333333333333333,50
80,0.3333333333333333,50
81,0.3333333333333333,50
82,0.3333333333333333,50
83,0.3333333333333333,50
84,0.3333333333333333,50
85,0.3333333333333333,50
86,0.3333333333333333,50
87,0.3333333333333333,50
88,0.3333333333333333,50
89,0.3333333333333333,50
90,0.3333333333333333,50
91,0.3333333333333333,50
92,0.3333333333333333,50
93,0.3333333333333333,50
94,0.3333333333333333,50
95,0.3333333333333333,50
96,0.3333333333333333,50
97,0.3333333333333333,50
98,0.3333333333333333,50
99,0.3333333333333333,50
100,0.3333333333333333,50
