Epoch,Accuracy
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.36363636363636365
18,0.36363636363636365
19,0.2727272727272727
20,0.5454545454545454
21,0.5454545454545454
22,0.5454545454545454
23,0.5454545454545454
24,0.5454545454545454
25,0.5454545454545454
26,0.5454545454545454
27,0.5454545454545454
28,0.5454545454545454
29,0.5454545454545454
30,0.5454545454545454
31,0.5454545454545454
32,0.5454545454545454
33,0.5454545454545454
34,0.5454545454545454
35,0.5454545454545454
36,0.5454545454545454
37,0.5454545454545454
38,0.5454545454545454
39,0.5454545454545454
40,0.5454545454545454
41,0.5454545454545454
42,0.5454545454545454
43,0.5454545454545454
44,0.5454545454545454
45,0.5454545454545454
46,0.5454545454545454
47,0.5454545454545454
48,0.5454545454545454
49,0.5454545454545454
50,0.5454545454545454
51,0.5454545454545454
52,0.5454545454545454
53,0.5454545454545454
54,0.5454545454545454
55,0.5454545454545454
56,0.5454545454545454
57,0.5454545454545454
58,0.5454545454545454
59,0.5454545454545454
60,0.5454545454545454
61,0.5454545454545454
62,0.5454545454545454
63,0.5454545454545454
64,0.5454545454545454
65,0.5454545454545454
66,0.5454545454545454
67,0.5454545454545454
68,0.5454545454545454
69,0.5454545454545454
70,0.5454545454545454
71,0.5454545454545454
72,0.5454545454545454
73,0.5454545454545454
74,0.5454545454545454
75,0.5454545454545454
76,0.5454545454545454
77,0.5454545454545454
78,0.5454545454545454
79,0.5454545454545454
80,0.5454545454545454
81,0.5454545454545454
82,0.5454545454545454
83,0.5454545454545454
84,0.5454545454545454
85,0.5454545454545454
86,0.5454545454545454
87,0.5454545454545454
88,0.5454545454545454
89,0.5454545454545454
90,0.5454545454545454
91,0.5454545454545454
92,0.5454545454545454
93,0.5454545454545454
94,0.5454545454545454
95,0.5454545454545454
96,0.5454545454545454
97,0.5454545454545454
98,0.5454545454545454
99,0.5454545454545454
100,0.5454545454545454
